id,title,description,reported_at,department_name,institution_name,hazard_category,severity_level,recurrence_count,is_weekend,actual_outcome
762a52a5-74d1-4443-8300-eb55ed5c6f4d,Leakage from resin near break room (Zone 2),The leakage from resin near break room (zone 2) was observed during routine inspection. This presents a potential risk to staff in the area.,2025-09-30 00:00:00,Packaging,Gasabo Textile Factory,Chemical,High,6,0,1
590d7158-0e02-49f8-8f4b-3be47b0db526,Poorly adjusted chair at Station 3 in storage room (Room 102),,2024-03-04 00:00:00,Warehouse,Kigali Construction Ltd,Ergonomic,High,1,0,0
5c541006-fec9-417c-bfb9-df62e706771b,Wet floor in stairwell near Station 5 (Room 141),"During a walkthrough, staff noticed the wet floor in stairwell near station 5 (room 141). No immediate incident occurred but the potential for harm is significant.",2024-11-20 00:00:00,Storage Facility,RSSB Head Office,Slip/Trip/Fall,Medium,1,0,0
c120c1ea-f2e8-4d91-80df-e65beb043978,Exposed filter on hoist in corridor (Room 104),"During a walkthrough, staff noticed the exposed filter on hoist in corridor (room 104). No immediate incident occurred but the potential for injury is significant.",2023-06-19 00:00:00,Administration,Rwanda Manufacturing Co,Electrical,High,7,0,0
daa0f070-539f-48f1-aadb-d044762144e6,Sparks observed from hand truck in car park (Room 166),Staff reported the sparks observed from hand truck in car park (room 166) at approximately 2pm. Site inspection confirmed the hazard. No temporary measures taken.,2024-07-16 00:00:00,Sanitation,Muhanga Agro-Processing,Electrical,High,7,0,0
aedbbb7a-6d90-409f-a9b4-c675811de8c6,Faulty fire extinguisher in production floor (Room 181),,2024-09-09 00:00:00,Transport,Bugesera Cement Works,Fire,Critical,3,0,0
3d853b13-29eb-4320-ad33-effc0ba4e9e6,Stagnant water near main corridor causing Mold growth (similar to report #1638),Follow-up required on the stagnant water near main corridor causing mold growth (similar to report #1638). The risk is rated as medium due to frequency of use.,2025-06-14 00:00:00,Loading Bay,Gasabo Textile Factory,Machinery,Medium,1,1,0
f716172b-d240-42c9-ab6d-8aff4fa25b94,Improper storage of bleach in stairwell (Room 101),Report issued by employee. The improper storage of bleach in stairwell (room 101) has been reported by multiple staff members. Recommend immediate repair.,2026-05-06 00:00:00,Packaging,Huye Power Plant,Chemical,Critical,7,0,0
b63caabc-b8f6-429c-ad85-1b752b6695c1,Overloaded power outlet near Station 15 (Room 164),Report issued by employee. The overloaded power outlet near station 15 (room 164) has been reported by multiple staff members. Recommend further assessment.,2024-10-12 00:00:00,Maintenance,Kigali Construction Ltd,Electrical,Critical,1,1,1
2d8ee207-f933-4ac9-9eba-63e3ab3a59de,Poorly adjusted chair at Station 9 in canteen (Sector B),,2023-01-07 00:00:00,Storage Facility,Muhanga Agro-Processing,Ergonomic,Low,4,1,1
7964f7c6-d946-49a9-aea6-dc8ad865bf81,Cluttered floor space around grinder at north entrance,Follow-up required on the cluttered floor space around grinder at north entrance. The danger is rated as low due to frequency of use.,2025-07-22 00:00:00,Laboratory,Gasabo Textile Factory,Slip/Trip/Fall,Low,6,0,1
f5fdb869-3309-4824-90d3-91f110c4477d,Fumes from resin near Station 7 (Zone 7),The fumes from resin near station 7 (zone 7) was observed during routine inspection. This presents a potential risk to staff in the building.,2024-05-03 00:00:00,Maintenance,Huye Power Plant,Chemical,High,8,0,0
3cefd0c0-380c-4ec8-8764-5f706856f58c,Faulty motor on generator near Station 16,The faulty motor on generator near station 16 was observed during routine inspection. This presents a potential risk to staff in the department.,2025-10-15 00:00:00,Kitchen,Musanze Mining Corp,Machinery,Medium,0,0,0
7d6bab95-e7c5-4b02-abba-e193a6fe6df9,Cluttered floor space around boiler at front gate,Follow-up required on the cluttered floor space around boiler at front gate. The severity is rated as high due to exposure levels.,2026-03-12 00:00:00,Security,Nyagatare Cattle Ranch,Slip/Trip/Fall,High,3,0,1
d4ba3aee-98d4-44d6-8bd5-5353fa58d5da,Biological waste disposal issue in toilet (Room 184),Can someone look at this?,2023-10-25 00:00:00,Administration,Huye Power Plant,Biological,Low,1,0,0
8a6d805f-8fca-4564-bcad-5ee7da224206,Broken motor on HVAC unit in storage room (Zone 3),Follow-up required on the broken motor on hvac unit in storage room (zone 3). The severity is rated as medium due to proximity to staff.,2023-09-25 00:00:00,Quality Control,Rwanda Manufacturing Co,Machinery,Medium,1,0,0
98f9d119-fe98-4b77-a48e-a976883eb874,Unsafe operation of CNC machine in break room (Room 175),Report issued by team lead. The unsafe operation of cnc machine in break room (room 175) has been reported by multiple staff members. Recommend review by safety team.,2024-10-28 00:00:00,Maintenance,Bugesera Cement Works,Machinery,Critical,2,0,0
d2362f0a-8133-4148-b061-b4e33e434d39,Sparks observed from grinder in cafeteria (Zone 5),Follow-up required on the sparks observed from grinder in cafeteria (zone 5). The severity is rated as high due to lack of protection.,2025-06-03 00:00:00,Warehouse,Musanze Mining Corp,Electrical,High,15,0,0
ed69df69-16c4-416e-be13-d08b955d373b,Biological waste disposal issue in canteen (Room 129),Report issued by employee. The fumes from bleach near station 13 (room 153) has been reported by multiple staff members. Recommend review by safety team.,2028-05-31 00:00:00,Workshop,Muhanga Agro-Processing,Biological,High,1,0,0
700ceda8-4202-4201-ad07-5518080ebbb3,Awkward lifting position at basement in workshop (Room 118),Staff reported the awkward lifting position at basement in workshop (room 118) at approximately 4pm. Site inspection confirmed the hazard. Tape has been placed.,2025-12-25 00:00:00,Quality Control,Rwanda Manufacturing Co,Ergonomic,High,8,0,1
b6c5b2a8-194c-45e5-99de-c4f78f494b06,Faulty fire extinguisher in chemical storage (Room 167),"During a walkthrough, staff noticed the faulty fire extinguisher in chemical storage (room 167). No immediate incident occurred but the potential for damage is significant.",2023-06-03 00:00:00,Loading Bay,Bugesera Cement Works,Fire,Critical,4,1,0
d8c0237a-7f61-4c9f-be7d-b568dcdce6f0,Smoke detector malfunctioning in assembly area (Sector E),The smoke detector malfunctioning in assembly area (sector e) was observed during routine inspection. This presents a potential risk to staff in the area.,2025-11-30 00:00:00,Transport,Musanze Mining Corp,Fire,High,3,1,0
ff892456-d57a-4441-b44d-486223a592dc,Rodent sightings in maintenance bay near rooftop (Sector C),"During a walkthrough, staff noticed the rodent sightings in maintenance bay near rooftop (sector c). No immediate incident occurred but the potential for harm is significant.",2026-05-02 00:00:00,Sanitation,Rubavu Logistics Hub,Biological,Medium,8,1,0
bdd786a6-ad5a-4bbc-a0dd-7b13b13222cf,Exposed wire on crusher at main corridor (Room 128),"During a walkthrough, staff noticed the exposed wire on crusher at main corridor (room 128). No immediate incident occurred but the potential for injury is significant.",2024-06-27 00:00:00,Office Complex,Muhanga Agro-Processing,Machinery,High,5,0,0
f970f654-1dbd-4d4f-9693-b7b3f2d40aab,Faulty fire extinguisher in lobby (Room 155),Follow-up required on the faulty fire extinguisher in lobby (room 155). The severity is rated as critical due to lack of protection.,2025-08-25 00:00:00,Workshop,Rubavu Logistics Hub,Fire,Critical,6,0,1
8cdc121f-6403-4cb5-a010-b61c2ca0a2ef,Unlabeled paint thinner container at service elevator (Room 104),Report issued by team lead. The unlabeled paint thinner container at service elevator (room 104) has been reported by multiple staff members. Recommend temporary closure.,2024-08-17 00:00:00,Sanitation,Huye Power Plant,Chemical,High,3,1,0
8e3c7900-65e1-48e8-838d-63c93b48b7de,Blocked emergency route in perimeter fence (Room 176),"During a walkthrough, staff noticed the blocked emergency route in perimeter fence (room 176). No immediate incident occurred but the potential for harm is significant.",2023-11-08 00:00:00,Production,RSSB Head Office,Fire,High,0,0,0
906af85d-a4d6-4b92-8580-dbd1a5a8897c,Pooling of cleaning agent near office (Room 161),Report issued by team lead. The pooling of cleaning agent near office (room 161) has been reported by multiple staff members. Recommend review by safety team.,2024-01-24 00:00:00,Warehouse,Nyagatare Cattle Ranch,Chemical,Medium,0,0,0
22c85651-dada-4f50-8bfb-88cd475712e3,Poorly adjusted chair at Station 1 in break room (Room 178),Staff reported the poorly adjusted chair at station 1 in break room (room 178) at approximately 10am. Site inspection confirmed the hazard. Warning signs posted.,2026-01-31 00:00:00,Storage Facility,RSSB Head Office,Ergonomic,Medium,11,1,0
9b0250b7-123d-46ed-9992-156f8a9f59e1,Traces of acids near corridor (Room 185),"During a walkthrough, staff noticed the traces of acids near corridor (room 185). No immediate incident occurred but the potential for harm is significant.",2024-08-08 00:00:00,Warehouse,Musanze Mining Corp,Chemical,High,3,0,0
5ecc10c0-00e2-40b8-9adb-9d8269e0886b,Faulty fire extinguisher in server room (Room 131),Follow-up required on the exposed switch on air conditioner in workshop (room 149). The risk is rated as high due to frequency of use.,2025-04-08 00:00:00,Production,Rubavu Logistics Hub,Fire,Critical,3,0,1
b568aae2-9a17-4365-abd6-533ea1d4cfdd,Spilled solvents around receiving dock (Room 161) (similar to report #119),Report issued by employee. The spilled solvents around receiving dock (room 161) (similar to report #119) has been reported by multiple staff members. Recommend further assessment.,2024-10-20 00:00:00,Sanitation,Rubavu Logistics Hub,Slip/Trip/Fall,Medium,0,1,0
0240e8e7-d959-4f1c-a264-29797fa71e97,Cluttered floor space around hand truck at north entrance,"During a walkthrough, staff noticed the cluttered floor space around hand truck at north entrance. No immediate incident occurred but the potential for harm is significant.",2025-09-15 00:00:00,Transport,Nyagatare Cattle Ranch,Slip/Trip/Fall,Low,0,0,1
a9817ad8-62a8-41d3-b24e-af1d7af270df,Safety violation spotted,"During a walkthrough, staff noticed the traces of industrial glue near server room (room 192). No immediate incident occurred but the potential for harm is significant.",2025-11-09 00:00:00,Packaging,Kigali Construction Ltd,Fire,Critical,1,1,0
06033d83-a8e7-4be7-afd3-c34f0779f8eb,Spilled liquid in warehouse near Station 20 (Room 166),Follow-up required on the spilled liquid in warehouse near station 20 (room 166). The severity is rated as low due to proximity to staff.,2024-02-24 00:00:00,Administration,Huye Power Plant,Slip/Trip/Fall,Low,0,1,0
2de14b6f-01d5-497b-9ec2-4f009050a975,Poorly adjusted chair at Station 19 in server room (Room 142),,2025-03-23 00:00:00,Packaging,Nyagatare Cattle Ranch,Ergonomic,Low,3,1,0
9c3924a1-6e70-44ac-912d-ee524fee3e9f,Fumes from solvents near Station 6 (Room 177),Staff reported the fumes from solvents near station 6 (room 177) at approximately 10am. Site inspection confirmed the hazard. Tape has been placed.,2023-04-24 00:00:00,Packaging,Rubavu Logistics Hub,Chemical,Medium,8,0,0
1747f90e-ee5a-4f6f-ac05-1f9a7285056a,Obstacle in walkway at perimeter fence (Room 110),Follow-up required on the obstacle in walkway at perimeter fence (room 110). The severity is rated as high due to proximity to staff.,2023-07-15 00:00:00,Loading Bay,RSSB Head Office,Slip/Trip/Fall,High,2,1,0
a1b34092-23f4-4dce-a1d5-b98862a1caab,Stagnant water near main lobby causing Rodent sightings,"During a walkthrough, staff noticed the stagnant water near main lobby causing rodent sightings. No immediate incident occurred but the potential for harm is significant.",2026-03-11 00:00:00,Laboratory,Huye Power Plant,Biological,Medium,4,0,0
e4a52c30-8e43-4d58-91a9-ec6e7add19f1,Spilled pesticides around basement (Room 188),Report issued by supervisor. The spilled pesticides around basement (room 188) has been reported by multiple staff members. Recommend further assessment.,2023-01-19 00:00:00,Assembly Line,Musanze Mining Corp,Chemical,High,8,0,0
1e1a7a43-5d7c-4056-b487-72546feb0f4f,Exposed connector on printer in corridor (Room 105),Staff reported the exposed connector on printer in corridor (room 105) at approximately 2pm. Site inspection confirmed the hazard. Tape has been placed.,2025-04-03 00:00:00,Warehouse,Musanze Mining Corp,Electrical,Critical,1,0,0
e7cd3f57-21a8-4de4-8804-b79c22f97c66,Exposed pipe on coffee maker in server room (Room 197),"During a walkthrough, staff noticed the exposed pipe on coffee maker in server room (room 197). No immediate incident occurred but the potential for harm is significant.",2024-07-07 00:00:00,Production,Kigali Construction Ltd,Electrical,Critical,0,1,0
2920a4d1-b30d-40bf-8eff-c5909adbd11c,Overloaded power outlet near assembly line (Room 196),Follow-up required on the overloaded power outlet near assembly line (room 196). The severity is rated as critical due to exposure levels.,2024-07-28 00:00:00,Workshop,Gasabo Textile Factory,Electrical,Critical,5,1,1
e95ec0ce-0cc5-438c-ad62-853959b971dd,Stagnant water near rooftop causing Unpleasant odor,Report issued by team lead. The stagnant water near rooftop causing unpleasant odor has been reported by multiple staff members. Recommend further assessment.,2024-01-12 00:00:00,Laboratory,Rubavu Logistics Hub,Biological,Low,5,0,0
1108920e-f15e-4f0f-820a-50c5dd3023f3,Fumes from chlorine near Station 6 (Room 198),Report issued by team lead. The fumes from chlorine near station 6 (room 198) has been reported by multiple staff members. Recommend further assessment.,2023-08-30 00:00:00,Security,Nyagatare Cattle Ranch,Chemical,Critical,0,0,1
8d854ff9-1db0-4418-bf8e-6bb21dd9e162,Stagnant water near south wing causing Fungal spread,,2025-05-28 00:00:00,Packaging,Gasabo Textile Factory,Biological,High,3,0,1
efb56b7f-1e13-44c0-8967-fda9f5fef7e5,Damaged power cord on microwave at emergency stairs (Room 180),The damaged power cord on microwave at emergency stairs (room 180) was observed during routine inspection. This presents a potential risk to staff in the department.,2023-11-12 00:00:00,Packaging,Kigali Construction Ltd,Electrical,Critical,4,1,1
514f83c0-adf7-441e-9b9d-b311e4fc8cbb,Improper storage of solvents in workshop (Zone 5),Report issued by supervisor. The improper storage of solvents in workshop (zone 5) has been reported by multiple staff members. Recommend further assessment.,2025-07-18 00:00:00,Production,Bugesera Cement Works,Chemical,High,1,0,0
155e5cf1-2130-49e1-bbb4-af4b3c7edaf1,Mold growth in loading dock near rooftop (Room 129),This needs fixing urgently.,2027-02-02 00:00:00,Sanitation,Rubavu Logistics Hub,Biological,High,2,0,0
f852951d-d371-4b31-a689-5a8c687b9477,Spilled industrial glue around service elevator (Room 153),Follow-up required on the spilled industrial glue around service elevator (room 153). The danger is rated as critical due to exposure levels.,2023-04-12 00:00:00,Packaging,Nyagatare Cattle Ranch,Chemical,Critical,0,0,0
49262ff1-d130-4346-ad88-ad30a5c52bc6,Poorly adjusted chair at Station 2 in chemical storage (Room 155),Staff reported the poorly adjusted chair at station 2 in chemical storage (room 155) at approximately 10am. Site inspection confirmed the hazard. Tape has been placed.,2023-05-22 00:00:00,Security,Huye Power Plant,Ergonomic,High,9,0,1
052547f3-69c7-4cb7-8aa8-6a669271a45d,Unsafe operation of generator in cafeteria (Room 189),"During a walkthrough, staff noticed the unsafe operation of generator in cafeteria (room 189). No immediate incident occurred but the potential for harm is significant.",2024-12-25 00:00:00,Assembly Line,Musanze Mining Corp,Machinery,High,14,0,0
7af30711-1630-4996-a964-2db5a537d892,Spill of industrial glue near car park (Zone 11),"During a walkthrough, staff noticed the spill of industrial glue near car park (zone 11). No immediate incident occurred but the potential for harm is significant.",2025-09-17 00:00:00,Office Complex,Musanze Mining Corp,Chemical,High,7,0,0
6f3306f5-317c-45a2-a4f2-16eb23f409f2,Exposed pipe on crusher at west exit (Room 176),I'm concerned about this.,2026-01-31 00:00:00,Assembly Line,Rubavu Logistics Hub,Machinery,Medium,0,1,0
a0422b5b-64e8-47b1-b3cf-05753d255857,Faulty fire extinguisher in maintenance bay (Room 143),Follow-up required on the faulty fire extinguisher in maintenance bay (room 143). The severity is rated as high due to frequency of use.,2024-12-06 00:00:00,Workshop,Rwanda Manufacturing Co,Fire,High,0,0,1
5550c6cd-27c9-4793-9eb3-5fef13db6946,Obstacle in walkway at east wing (Room 123),The obstacle in walkway at east wing (room 123) was observed during routine inspection. This presents a potential risk to staff in the building.,2025-03-08 00:00:00,Workshop,Rwanda Manufacturing Co,Slip/Trip/Fall,Low,2,1,0
a57468f3-f2e8-4fbc-910d-2b069a91629b,Blocked emergency route in south wing (Room 135),The blocked emergency route in south wing (room 135) was observed during routine inspection. This presents a potential risk to staff in the area.,2024-08-31 00:00:00,Warehouse,Rubavu Logistics Hub,Fire,Critical,2,1,1
ef7a3fc2-a696-4fe1-bfd5-8deece61e76b,Loose tiles in canteen near Station 4 (Room 143),Follow-up required on the loose tiles in canteen near station 4 (room 143). The severity is rated as high due to lack of protection.,2023-05-18 00:00:00,Workshop,Musanze Mining Corp,Slip/Trip/Fall,High,2,0,1
ccd59bf0-af1b-4670-83b9-9ca65489a69f,Obstacle in walkway at main corridor (Room 135),Staff reported the obstacle in walkway at main corridor (room 135) at approximately 4pm. Site inspection confirmed the hazard. No temporary measures taken.,2024-05-31 00:00:00,Transport,Kigali Construction Ltd,Slip/Trip/Fall,Low,1,0,0
01d6eb1a-a0b7-454d-a8cf-2c9d9f98e9d1,Spilled pesticides around perimeter fence (Room 142),The spilled pesticides around perimeter fence (room 142) was observed during routine inspection. This presents a potential risk to staff in the area.,2026-04-29 00:00:00,Administration,Nyagatare Cattle Ranch,Chemical,Medium,1,0,0
671398a1-d879-4620-ad9e-447102a0b90d,Strange noise from conveyor belt at basement (Room 103),Report issued by safety rep. The strange noise from conveyor belt at basement (room 103) has been reported by multiple staff members. Recommend review by safety team.,2023-06-09 00:00:00,Administration,RSSB Head Office,Machinery,High,7,0,0
6051735e-73d6-422b-a90d-0bbf18e985bb,Exposed plug on hydraulic press at service elevator (Room 149),Staff reported the exposed plug on hydraulic press at service elevator (room 149) at approximately 8am. Site inspection confirmed the hazard. Tape has been placed.,2025-04-20 00:00:00,Office Complex,Musanze Mining Corp,Machinery,High,14,1,1
8ad2acdd-5316-4108-bd07-82bfcf8fa9f1,Awkward lifting position at west exit in production floor (Room 177),Report issued by employee. The awkward lifting position at west exit in production floor (room 177) has been reported by multiple staff members. Recommend review by safety team.,2025-02-10 00:00:00,Security,Bugesera Cement Works,Ergonomic,High,5,0,0
099db8d2-8e2d-4606-bce1-f3d4dead5d01,Biological waste disposal issue in warehouse (Room 182),Report issued by employee. The biological waste disposal issue in warehouse (room 182) has been reported by multiple staff members. Recommend review by safety team.,2023-01-23 00:00:00,Assembly Line,Musanze Mining Corp,Biological,Low,5,0,0
bba9a340-2b01-46ee-be9d-bffe7d3152b0,Improper desk height for printer in corridor (Room 187),Follow-up required on the improper desk height for printer in corridor (room 187). The severity is rated as high due to proximity to staff.,2025-06-23 00:00:00,Warehouse,RSSB Head Office,Ergonomic,High,0,0,1
02c7c721-c587-4d09-8836-75701d5a3ef7,Spilled lubricant around service elevator (Room 196),I'm concerned about this.,2023-02-07 00:00:00,Kitchen,Nyagatare Cattle Ranch,Chemical,Critical,0,0,0
e6998500-5b5d-4149-a9b4-a5bccc1bbb88,Spilled resin around loading bay (Room 183),"During a walkthrough, staff noticed the spilled resin around loading bay (room 183). No immediate incident occurred but the potential for harm is significant.",2026-05-29 00:00:00,Packaging,Rwanda Manufacturing Co,Chemical,Critical,0,0,1
b81a920f-e793-4901-b2a7-d1754d4b924f,Sparks observed from ventilator in canteen (Room 143),Report issued by employee. The sparks observed from ventilator in canteen (room 143) has been reported by multiple staff members. Recommend review by safety team.,2023-02-15 00:00:00,Assembly Line,Huye Power Plant,Electrical,Critical,7,0,0
001e6329-c37a-41b5-a556-958731d81ee6,Stagnant water near loading bay causing Mold growth,Can someone look at this?,2023-06-28 00:00:00,Packaging,RSSB Head Office,Biological,Medium,3,0,0
d88e002b-c038-4d7c-a501-f4336b2dec3a,Improper storage of bleach in stairwell (Room 165) (similar to report #758),Staff reported the improper storage of bleach in stairwell (room 165) (similar to report #758) at approximately 2pm. Site inspection confirmed the hazard. Tape has been placed.,2024-11-08 00:00:00,Loading Bay,RSSB Head Office,Slip/Trip/Fall,High,1,0,1
07651a8c-aedf-4a8e-a344-318b06ddbc5d,Repetitive strain risk operating grinder at dispatch area,The repetitive strain risk operating grinder at dispatch area was observed during routine inspection. This presents a potential risk to staff in the area.,2024-01-06 00:00:00,Workshop,Rwanda Manufacturing Co,Ergonomic,Medium,0,1,0
ee7f514a-379e-4f65-b8d4-10d739aeaaac,Loose tiles in toilet near Station 17 (Zone 10),Staff reported the loose tiles in toilet near station 17 (zone 10) at approximately 8am. Site inspection confirmed the hazard. Warning signs posted.,2024-10-29 00:00:00,Security,Rubavu Logistics Hub,Slip/Trip/Fall,High,4,0,1
9b5a8731-5398-4abf-9c4f-85f76aade80e,Spilled epoxy around rooftop (Sector E),"During a walkthrough, staff noticed the sparks observed from microwave in lobby (room 144). No immediate incident occurred but the potential for damage is significant.",2026-03-09 00:00:00,Quality Control,Bugesera Cement Works,Chemical,Critical,2,0,0
9f21224c-08f0-44c2-88ba-61fe4aab0e55,Debris in assembly area near control panel (Zone 9),"During a walkthrough, staff noticed the debris in assembly area near control panel (zone 9). No immediate incident occurred but the potential for injury is significant.",2024-08-11 00:00:00,Security,RSSB Head Office,Slip/Trip/Fall,Medium,1,1,0
cc908432-9a91-4eb4-9011-c454b5ca07a3,Stagnant water near west exit causing Fungal spread,Follow-up required on the stagnant water near west exit causing fungal spread. The severity is rated as medium due to lack of protection.,2025-10-25 00:00:00,Workshop,Bugesera Cement Works,Biological,Medium,7,1,0
5250ec45-9bd4-410c-a64c-d2024c4f7858,Exposed motor on packaging unit at rear exit (Room 152),Follow-up required on the exposed motor on packaging unit at rear exit (room 152). The risk is rated as critical due to frequency of use.,2026-04-27 00:00:00,Storage Facility,Musanze Mining Corp,Machinery,Critical,2,0,1
dca3d009-ef02-4c01-9055-b8452adcafcc,Awkward lifting position at rear exit in cafeteria (Room 152),"During a walkthrough, staff noticed the awkward lifting position at rear exit in cafeteria (room 152). No immediate incident occurred but the potential for injury is significant.",2024-03-16 00:00:00,Quality Control,Rubavu Logistics Hub,Ergonomic,Medium,2,1,0
b787daff-0e10-4b6d-9045-3588954a62f2,Exposed gear on grinder in chemical storage (Room 141),Staff reported the unsafe operation of milling machine in office (room 159) at approximately 8am. Site inspection confirmed the hazard. No temporary measures taken.,2024-02-03 00:00:00,Quality Control,Nyagatare Cattle Ranch,Electrical,Critical,5,1,0
f27913a2-088c-47f5-b0eb-bcad612b8a2f,Icy patch in lobby near Station 20 (Room 157),"During a walkthrough, staff noticed the icy patch in lobby near station 20 (room 157). No immediate incident occurred but the potential for harm is significant.",2023-09-29 00:00:00,Kitchen,Gasabo Textile Factory,Slip/Trip/Fall,High,4,0,0
862ab23b-1913-4ca7-8263-90df7f82a85d,Spoiled materials found in production floor (Room 179),Can someone look at this?,2024-11-29 00:00:00,Maintenance,Gasabo Textile Factory,Biological,High,5,0,1
f7116a6c-2b31-43cc-b59d-ac57b78d6443,Unsafe operation of pump system in storage room (Room 151),Report issued by safety rep. The blocked fire exit at main lobby near chemical storage (room 162) has been reported by multiple staff members. Recommend review by safety team.,2023-07-03 00:00:00,Transport,Muhanga Agro-Processing,Machinery,Critical,6,0,1
49215881-119d-4909-9af3-0554b3173b0c,Faulty connector on pallet jack near Station 14 (similar to report #1611),Staff reported the faulty connector on pallet jack near station 14 (similar to report #1611) at approximately 8am. Site inspection confirmed the hazard. No temporary measures taken.,2023-02-01 00:00:00,Quality Control,Gasabo Textile Factory,Ergonomic,Medium,3,0,0
bd5fc1c0-ee4d-4288-a466-eca487001c40,Leakage from industrial glue near stairwell (Room 116),Report issued by supervisor. The leakage from industrial glue near stairwell (room 116) has been reported by multiple staff members. Recommend further assessment.,2023-12-27 00:00:00,Administration,Kigali Construction Ltd,Chemical,Critical,8,0,1
f83d7d10-10a8-4eb7-9c7b-511a8372f854,Improper desk height for boiler in lobby (Room 130),"During a walkthrough, staff noticed the improper desk height for boiler in lobby (room 130). No immediate incident occurred but the potential for damage is significant.",2025-09-06 00:00:00,Kitchen,Nyagatare Cattle Ranch,Ergonomic,High,8,1,0
53295de9-8bb3-4d1f-b107-fb6a71db2a6b,Uncontained degreaser near car park (Room 120),Staff reported the uncontained degreaser near car park (room 120) at approximately 8am. Site inspection confirmed the hazard. Tape has been placed.,2023-04-06 00:00:00,Office Complex,Muhanga Agro-Processing,Chemical,Critical,4,0,1
be1639d4-5ed5-426d-beb2-0cb11476f71c,Strange noise from compressor at east wing (Room 180),The strange noise from compressor at east wing (room 180) was observed during routine inspection. This presents a potential risk to staff in the building.,2025-06-08 00:00:00,Office Complex,Gasabo Textile Factory,Machinery,Critical,0,1,0
afe251d5-4abe-4d33-a22d-4f6193834af7,Biological waste disposal issue in corridor (Room 185),Staff reported the biological waste disposal issue in corridor (room 185) at approximately 2pm. Site inspection confirmed the hazard. Warning signs posted.,2023-06-10 00:00:00,Sanitation,Huye Power Plant,Biological,Medium,0,1,0
7eabefe0-9f3b-468e-9dc6-e21b12be918d,Safety violation spotted,Follow-up required on the safety violation spotted. The risk is rated as low due to frequency of use.,2026-04-13 00:00:00,Administration,Gasabo Textile Factory,Slip/Trip/Fall,Low,7,0,0
4c2d1fa7-0443-40d6-8cf1-f499f23b2f27,Spoiled materials found in assembly area (Room 189),The spoiled materials found in assembly area (room 189) was observed during routine inspection. This presents a potential risk to staff in the area.,2023-03-21 00:00:00,Office Complex,Musanze Mining Corp,Biological,Medium,3,0,0
f26ec959-c291-4f05-99bd-3d1a9984676d,Biological waste disposal issue in lobby (Room 157),Staff reported the biological waste disposal issue in lobby (room 157) at approximately 10am. Site inspection confirmed the hazard. Warning signs posted.,2025-06-16 00:00:00,Workshop,Kigali Construction Ltd,Biological,Medium,6,0,1
9b76ac51-06ec-45bf-9f34-39e7d1e728c1,Unsafe operation of milling machine in office (Room 159),Staff reported the unsafe operation of milling machine in office (room 159) at approximately 8am. Site inspection confirmed the hazard. No temporary measures taken.,2023-08-12 00:00:00,Assembly Line,Kigali Construction Ltd,Machinery,Medium,0,1,1
e638c6b6-0c3f-49bf-82ef-91da9fc723fe,Unsafe operation of pallet jack in canteen (Room 164),Follow-up required on the unsafe operation of pallet jack in canteen (room 164). The severity is rated as high due to lack of protection.,2024-11-21 00:00:00,Transport,Bugesera Cement Works,Machinery,High,14,0,0
e612620a-d805-46a2-9bc9-8b8566159096,Exposed casing on lathe at east wing (Zone 14),Please investigate.,2024-01-15 00:00:00,Office Complex,Rwanda Manufacturing Co,Machinery,High,1,0,0
9d2ff4b3-24ac-43d9-9b60-a6578132a9ea,Hazard observed (similar to report #1133),Follow-up required on the hazard observed (similar to report #1133). The risk is rated as low due to lack of protection.,2025-02-18 00:00:00,Quality Control,Kigali Construction Ltd,Slip/Trip/Fall,Low,2,0,0
086057e1-2b62-4d56-a3c6-61164640573c,Unlabeled degreaser container at loading bay (Zone 7),"During a walkthrough, staff noticed the unlabeled degreaser container at loading bay (zone 7). No immediate incident occurred but the potential for damage is significant.",2023-01-30 00:00:00,Loading Bay,Muhanga Agro-Processing,Chemical,High,6,0,1
5359c1d0-01f6-4a25-81f0-b6063c89388d,Awkward lifting position at perimeter fence in production floor (Room 165),The awkward lifting position at perimeter fence in production floor (room 165) was observed during routine inspection. This presents a potential risk to staff in the building.,2025-01-30 00:00:00,Security,Huye Power Plant,Ergonomic,Medium,5,0,0
fab9b826-6bc5-444b-9464-6a8e85e9b2d1,Strange noise from forklift at basement (Room 112),Follow-up required on the strange noise from forklift at basement (room 112). The danger is rated as critical due to exposure levels.,2023-06-01 00:00:00,Laboratory,Rwanda Manufacturing Co,Machinery,Critical,0,0,1
a03124cc-ea4f-4a56-ae4c-527f83f611f6,Awkward lifting position at loading bay in office (Room 181),"During a walkthrough, staff noticed the awkward lifting position at loading bay in office (room 181). No immediate incident occurred but the potential for damage is significant.",2023-02-25 00:00:00,Office Complex,Rwanda Manufacturing Co,Ergonomic,High,1,1,0
344c8d39-0585-4831-ac07-8ce483fff7f6,Damaged power cord on ventilator at north entrance (Room 190),Staff reported the damaged power cord on ventilator at north entrance (room 190) at approximately 2pm. Site inspection confirmed the hazard. No temporary measures taken.,2024-08-27 00:00:00,Transport,Muhanga Agro-Processing,Electrical,Critical,0,0,0
7101181c-a93c-4217-9664-07f377eb84bf,Overloaded power outlet near reception (Room 119),,2026-01-28 00:00:00,Warehouse,RSSB Head Office,Electrical,Critical,1,0,1
